fecha,dominio,interno,linea
2023-08-18 00:00:00,AH914PX,104,160
2026-01-06 00:00:00,AE121BE,83,160
2026-01-06 00:00:00,AE121BH,113,160
2026-01-06 00:00:00,AE745HN,110,160
2026-01-06 00:00:00,AE939YD,118,160
2026-01-06 00:00:00,AF619VX,92,160
2026-01-06 00:00:00,AF676CN,91,160
2026-01-06 00:00:00,AG912TD,17,160
2026-01-06 00:00:00,AH015PH,53,160
2026-01-06 00:00:00,AH015PI,107,160
2026-01-06 00:00:00,AH914OY,99,160
2026-01-06 00:00:00,AH914OZ,120,160
2026-03-09 00:00:00,AE648VK,36,160
2026-03-09 00:00:00,AE890DU,78,160
2026-03-09 00:00:00,AF064MG,20,160
2026-03-09 00:00:00,AF214ER,31,160
2026-03-09 00:00:00,AF327NH,7,160
2026-03-09 00:00:00,AG782JQ,55,160
2026-03-09 00:00:00,AG782KV,42,160
2026-03-09 00:00:00,AH015PK,16,160
2026-03-09 00:00:00,AH743ED,45,160
2026-03-09 00:00:00,AH792JH,35,160
2026-03-09 00:00:00,AH792JI,26,160
2026-05-05 00:00:00,AA397SW,65,160
2026-05-05 00:00:00,AE121AW,66,160
2026-05-05 00:00:00,AF064MF,71,160
2026-05-05 00:00:00,AF327NI,34,160
2026-05-05 00:00:00,AG930IG,64,160
2026-05-05 00:00:00,LZQ768,85,160
2026-05-05 00:00:00,LZQ770,112,160
2026-05-05 00:00:00,NUB208,89,160
2026-05-05 00:00:00,PBA041,59,160
2026-05-05 00:00:00,PGN907,98,160
2026-06-30 00:00:00,AA397SY,81,160
2026-06-30 00:00:00,AA452QA,11,160
2026-06-30 00:00:00,AE174ML,25,160
2026-06-30 00:00:00,AE648VJ,119,160
2026-06-30 00:00:00,AE890DT,13,160
2026-06-30 00:00:00,AF050JX,30,160
2026-06-30 00:00:00,AF604IG,79,160
2026-06-30 00:00:00,AH017JH,60,160
2026-06-30 00:00:00,NJC220,9,160
2026-06-30 00:00:00,PBA043,69,160
2026-08-18 00:00:00,AD803LK,84,160
2026-08-18 00:00:00,AE939YN,68,160
2026-08-18 00:00:00,AG912TN,62,160
2026-08-18 00:00:00,AH015PJ,76,160
2026-08-18 00:00:00,AI013SS,63,160
2026-08-18 00:00:00,NPE547,10,160
2026-08-18 00:00:00,NUB207,88,160
2026-08-18 00:00:00,PBA042,75,160
