linea,fecha,dominio,interno
9,03/07/2026,AF041MK,9001.0
9,21/08/2026,AF853LX,9003.0
9,13/03/2026,AF041NO,9004.0
9,21/08/2026,AF041NM,9006.0
9,07/05/2026,AG249VU,9008.0
9,21/08/2026,AB933WU,9010.0
9,22/01/2026,AB933WS,9011.0
9,13/03/2026,AD463UY,9013.0
9,21/08/2026,AC873WE,9014.0
9,13/03/2026,AC925SZ,9015.0
9,07/05/2026,AG191XW,9017.0
9,03/07/2026,AF853LW,9019.0
9,07/05/2026,AE624WM,9020.0
9,21/08/2026,AB340HE,9023.0
9,07/05/2026,AA914MZ,9024.0
9,22/01/2026,AG578ZG,9025.0
9,07/05/2026,AF853LY,9026.0
9,22/01/2026,AG578ZF,9027.0
9,22/01/2026,MOJ686,9030.0
9,21/08/2026,AE721MS,9032.0
9,13/03/2026,AE751JU,9033.0
9,21/08/2026,AB340HO,9034.0
9,03/07/2026,AA446IH,9037.0
9,03/07/2026,AE751JS,9040.0
9,22/01/2026,AF041NN,9041.0
9,13/03/2026,AD096BC,9042.0
9,13/03/2026,AD463UR,9043.0
9,21/08/2026,AD255SL,9045.0
9,13/03/2026,AE624WO,9047.0
9,21/08/2026,AE624WI,9049.0
9,03/07/2026,AF041NQ,9050.0
9,07/05/2026,AE721MP,9051.0
9,03/07/2026,AE751JT,9053.0
9,03/07/2026,AE751JV,9054.0
9,22/01/2026,AE721MT,9057.0
9,22/01/2026,AE624WL,9059.0
9,22/01/2026,AE624WA,9060.0
9,13/03/2026,AD255SM,9061.0
9,13/03/2026,AD096BD,9064.0
