linea,fecha,dominio,interno
,,NAN,
29,2026-02-20 00:00:00,AF293LE,1.0
29,2026-06-26 00:00:00,AD266IR,6.0
29,2026-06-26 00:00:00,AE853WW,9.0
29,2026-06-26 00:00:00,AD716KV,10.0
29,2026-02-20 00:00:00,AF098UQ,11.0
29,2026-06-26 00:00:00,AD979JM,13.0
29,2026-04-24 00:00:00,AB045TI,14.0
29,2026-04-24 00:00:00,AI105RP,22.0
29,2026-02-20 00:00:00,AD979KE,25.0
29,2026-04-24 00:00:00,AF293LA,26.0
29,2026-02-20 00:00:00,AC514TV,27.0
29,2026-02-20 00:00:00,AD716KU,28.0
29,2026-08-07 00:00:00,AC645VL,32.0
29,2026-08-07 00:00:00,AI396NC,35.0
29,2026-08-07 00:00:00,AE618TJ,36.0
29,2026-04-24 00:00:00,AG717DQ,44.0
29,2026-06-26 00:00:00,AF098US,45.0
29,2026-08-07 00:00:00,AI105RS,45.0
29,2026-06-26 00:00:00,AE583LE,47.0
29,2026-04-24 00:00:00,AF184YU,48.0
29,2026-06-26 00:00:00,AC514TX,50.0
29,2026-02-20 00:00:00,AE583LK,51.0
29,2026-06-26 00:00:00,AB340EB,55.0
29,2026-02-20 00:00:00,AF293LX,56.0
29,2026-08-07 00:00:00,AE853WP,57.0
29,2026-04-24 00:00:00,AE853WQ,58.0
29,2026-08-07 00:00:00,AF293LW,60.0
29,2026-04-24 00:00:00,AH991DR,61.0
29,2026-04-24 00:00:00,PMM781,63.0
29,2026-06-26 00:00:00,AF184YV,65.0
29,2026-08-07 00:00:00,AB493PW,68.0
29,2026-02-20 00:00:00,AE313ES,69.0
29,2026-08-07 00:00:00,AD979IN,70.0
29,2026-02-20 00:00:00,AG717DU,73.0
29,2026-04-24 00:00:00,AG395IJ,74.0
