linea,fecha,dominio,interno
,,NAN,
10,2026-02-25 00:00:00,AD419ZI,102.0
10,2026-06-18 00:00:00,AB744EU,103.0
10,2026-04-21 00:00:00,AE943DU,104.0
10,2026-01-13 00:00:00,AD419ZN,105.0
10,2026-07-29 00:00:00,AD419ZM,107.0
10,2026-02-25 00:00:00,AE128SR,108.0
10,2026-02-25 00:00:00,AE705DS,109.0
10,2026-07-29 00:00:00,AE705DR,111.0
10,2026-04-21 00:00:00,AE943DO,112.0
10,2026-07-29 00:00:00,AB744EQ,113.0
10,2026-02-25 00:00:00,AD419ZZ,114.0
10,2026-07-29 00:00:00,AD726VI,115.0
10,2026-01-13 00:00:00,AD841MA,116.0
10,2026-07-29 00:00:00,AD419ZL,117.0
10,2026-01-13 00:00:00,AD419ZW,119.0
10,2026-09-03 00:00:00,AD419ZV,121.0
10,2026-06-18 00:00:00,AF179IC,122.0
10,2026-02-25 00:00:00,AE096WX,123.0
10,2026-06-18 00:00:00,AB259JP,124.0
10,2026-02-25 00:00:00,AE943DV,125.0
10,2026-09-03 00:00:00,AE126SI,126.0
10,2026-09-03 00:00:00,AF159RW,127.0
10,2026-02-25 00:00:00,AE683BK,128.0
10,2026-09-03 00:00:00,AF429BG,129.0
10,2026-01-13 00:00:00,AD841MD,130.0
10,2026-04-21 00:00:00,AE734CD,131.0
10,2026-06-18 00:00:00,AB570SC,133.0
10,2026-01-13 00:00:00,AF381FP,135.0
10,2026-02-25 00:00:00,AE705DQ,136.0
10,2026-01-13 00:00:00,AE943DX,139.0
10,2026-07-29 00:00:00,AE128SQ,140.0
10,2026-01-13 00:00:00,AE734CB,141.0
10,2026-04-21 00:00:00,AB570SD,142.0
10,2026-04-21 00:00:00,AE705DN,143.0
10,2026-04-21 00:00:00,AE096WZ,144.0
10,2026-04-21 00:00:00,AD652FX,145.0
10,2026-09-03 00:00:00,AF159RK,146.0
10,2026-07-29 00:00:00,AE943DP,147.0
10,2026-01-13 00:00:00,AD892NI,148.0
10,2026-01-13 00:00:00,AF159RU,149.0
10,2026-09-03 00:00:00,AE096WY,150.0
10,2026-04-21 00:00:00,AE734CE,152.0
10,2026-09-03 00:00:00,AE126SH,153.0
10,2026-04-21 00:00:00,AF381FK,154.0
10,2026-01-13 00:00:00,AE734CC,155.0
10,2026-02-25 00:00:00,AE096WF,156.0
10,2026-07-29 00:00:00,AE096WH,157.0
10,2026-02-25 00:00:00,AD419ZP,158.0
10,2026-06-18 00:00:00,AB259JS,160.0
10,2026-04-21 00:00:00,AE096WD,162.0
10,2026-06-18 00:00:00,AB259JZ,163.0
10,2026-09-03 00:00:00,AF159RT,163.0
10,2026-06-18 00:00:00,AE096WG,164.0
10,2026-06-18 00:00:00,AF159RJ,166.0
