linea,fecha,dominio,interno
178,2026-04-10 00:00:00,AF508XX,1.0
178,2026-04-10 00:00:00,AE922FA,2.0
178,2026-02-12 00:00:00,AA618TG,3.0
178,2026-02-12 00:00:00,AC452WA,5.0
178,2026-06-12 00:00:00,AD044LK,5.0
178,2026-04-10 00:00:00,AF069RE,7.0
178,2026-08-05 00:00:00,AD320XI,15.0
178,2026-02-12 00:00:00,MBE529,21.0
178,2026-02-12 00:00:00,MCA597,24.0
178,2026-02-12 00:00:00,AC029NQ,26.0
178,2026-02-12 00:00:00,AD095SU,28.0
178,2026-06-12 00:00:00,AC029NO,29.0
178,2026-08-05 00:00:00,AD947YV,32.0
178,2026-06-12 00:00:00,AE971FD,33.0
178,2026-08-05 00:00:00,AE338LH,34.0
178,2026-04-10 00:00:00,AD044LZ,35.0
178,2026-02-12 00:00:00,LPT514,36.0
178,2026-06-12 00:00:00,AF286KM,37.0
178,2026-08-05 00:00:00,AF853LN,44.0
178,2026-08-05 00:00:00,AF173US,45.0
178,2026-02-12 00:00:00,AB527KR,51.0
178,2026-04-10 00:00:00,AB983QX,52.0
178,2026-06-12 00:00:00,AC385VK,57.0
178,2026-06-12 00:00:00,AF286KJ,58.0
178,2026-02-12 00:00:00,NZW206,62.0
178,2026-08-05 00:00:00,AF286KN,63.0
178,2026-04-10 00:00:00,AF508XW,64.0
178,2026-08-05 00:00:00,LMH407,65.0
178,2026-02-12 00:00:00,MBE538,66.0
178,2026-04-10 00:00:00,LPT515,67.0
178,2026-04-10 00:00:00,AF286KL,69.0
178,2026-06-12 00:00:00,AH266AS,74.0
178,2026-06-12 00:00:00,AD320XG,80.0
178,2026-06-12 00:00:00,AE018YT,85.0
178,2026-04-10 00:00:00,AF329OV,86.0
178,2026-08-05 00:00:00,AB217CU,91.0
178,2026-08-05 00:00:00,AH266AU,92.0
178,2026-04-10 00:00:00,AF957UY,94.0
178,2026-08-05 00:00:00,AF894KF,97.0
178,2026-06-12 00:00:00,AF286KK,101.0
