fecha,dominio,interno,linea
2026-02-27 00:00:00,AE112HI,6011,60
2026-02-27 00:00:00,AE112HJ,6051,60
2026-02-27 00:00:00,AF571KK,6003,60
2026-02-27 00:00:00,AF595UO,6004,60
2026-02-27 00:00:00,AH574LD,6047,60
2026-02-27 00:00:00,AH574LG,6048,60
2026-02-27 00:00:00,AH663JG,6054,60
2026-02-27 00:00:00,AH872SR,6061,60
2026-02-27 00:00:00,AH872UD,6052,60
2026-02-27 00:00:00,AI065PM,6068,60
2026-05-19 00:00:00,AA446IF,6066,60
2026-05-19 00:00:00,AA467DL,6026,60
2026-05-19 00:00:00,AA467DM,6031,60
2026-05-19 00:00:00,AA467DR,6033,60
2026-05-19 00:00:00,AA467DS,6024,60
2026-05-19 00:00:00,AD882PI,6038,60
2026-05-19 00:00:00,AE112HK,6010,60
2026-05-19 00:00:00,AE149KY,6022,60
2026-05-19 00:00:00,AI105RF,6071,60
2026-07-24 00:00:00,AA326DV,6009,60
2026-07-24 00:00:00,AA537LR,6017,60
2026-07-24 00:00:00,AA537LT,6020,60
2026-07-24 00:00:00,AA556JI,6018,60
2026-07-24 00:00:00,AD882PL,6043,60
2026-07-24 00:00:00,AF571KL,6072,60
2026-07-24 00:00:00,AH574LE,6049,60
2026-07-24 00:00:00,AI065PL,6067,60
2026-07-24 00:00:00,AI105SR,6062,60
2026-07-24 00:00:00,AI105SS,6064,60
